Game Name,Minimum Completion Time,Install Size (MB),Install Size Per Hour
Just Dance 2015 (CN),19.0,15790.0,831.0526315789474
Just Dance 2015,80.0,15610.0,195.125
Just Dance 2014,367.0,22850.0,62.26158038147139
Just Dance,6.0,817.0,136.16666666666666
Just Crow Things,8.0,1940.0,242.5
Just Cause 4,50.0,56630.0,1132.6
Just Cause 3,60.0,47280.0,788.0
Just Cause 2 (JP),60.0,4310.0,71.83333333333333
Just Cause 2,60.0,4059.9999999999995,67.66666666666666
Just Cause,25.0,5390.0,215.6
Jusant,6.0,8900.0,1483.3333333333333
Jurassic World Evolution 2,60.0,6890.0,114.83333333333333
Jurassic World Evolution,60.0,10040.0,167.33333333333334
Jurassic Pinball,1.0,591.0,591.0
Jurassic Park: The Game,8.0,1580.0,197.5
Jurassic Park Classic Games Collection,21.0,2840.0,135.23809523809524
JumpJet Rex,15.0,538.0,35.86666666666667
"Jump, Step, Step",1.0,326.0,326.0
Jump Stars,24.0,1250.0,52.083333333333336
Jump King,102.0,1720.0,16.862745098039216
Jump Force,60.0,18100.0,301.6666666666667
Jumbo Airport Story,15.0,444.0,29.6
Jumanji: Wild Adventures,39.0,12520.0,321.02564102564105
Jumanji: The Video Game,12.0,2070.0,172.5
Jujutsu Kaisen: Cursed Clash,195.0,11040.0,56.61538461538461
Jujubos,2.0,364.0,182.0
Juiced 2: Hot Import Nights,150.0,5100.0,34.0
Judgment,80.0,33050.0,413.125
Jubilee,2.0,487.0,243.5
Joy Ride Turbo,8.0,822.0,102.75
Joust,80.0,19.0,0.2375
Journey to the Savage Planet: Employee of the Month Edition (Windows),12.0,11330.0,944.1666666666666
Journey to the Savage Planet: Employee of the Month Edition,15.0,13200.0,880.0
Journey to the Savage Planet,20.0,6500.0,325.0
Journey to Kreisia,33.0,664.0,20.12121212121212
Journey of the Broken Circle,5.0,1250.0,250.0
Journey of Johann: Grasslands (Xbox One),0.5,388.0,776.0
Journey of Johann: Grasslands (Windows),0.5,72.0,144.0
Journey of Johann: Grasslands,0.5,387.0,774.0
Jotun: Valhalla Edition,20.0,4160.0,208.0
Josh Journey: Darkness Totems,8.0,1680.0,210.0
Jorel's Brother and The Most Important Game of the Galaxy,12.0,1600.0,133.33333333333334
Johnny Trigger,6.0,1790.0,298.3333333333333
Johnny Rocket,0.5,311.0,622.0
John Woo Presents Stranglehold,20.0,6800.0,340.0
John Wick Hex,15.0,1910.0,127.33333333333333
Joe Wander and the Enigmatic Adventures,34.0,12130.0,356.7647058823529
Joe Danger: Special Edition,15.0,1600.0,106.66666666666667
Joe Danger 2: The Movie,15.0,687.0,45.8
JoJo's Bizarre Adventure: All-Star Battle R,15.0,5490.0,366.0
JoJo's Bizarre Adventure HD,2.0,714.0,357.0
JoJo Siwa: Worldwide Party,2.0,4180.0,2090.0
Jitsu Squad,10.0,2470.0,247.0
Jisei: The First Case HD,0.25,247.0,988.0
Jinshin,10.0,1360.0,136.0
Jewel Quest,25.0,38.0,1.52
Jewel Fever 3,9.0,608.0,67.55555555555556
Jettomero: Hero of the Universe,3.0,403.0,134.33333333333334
"Jett Rider - Reduce, reuse and BLAST IT OFF!",9.0,1270.0,141.11111111111111
Jetpack Kiwi,1.0,395.0,395.0
Jetpack Joyride (Windows),6.0,58.0,9.666666666666666
Jetpac Refuelled,10.0,22.0,2.2
Jetboard Joust,32.0,1000.0,31.25
Jet Set Radio,25.0,1480.0,59.2
Jet Set Knights,1.0,162.0,162.0
Jet Kave Adventure,50.0,3460.0,69.2
Jet Car Stunts (Xbox 360),4.0,257.0,64.25
Jet Car Stunts,6.0,352.0,58.666666666666664
Jeremy McGrath's Offroad,8.0,748.0,93.5
Jeopardy! PlayShow,12.0,363.0,30.25
Jeopardy! (2012),25.0,765.0,30.6
Jeopardy!,12.0,935.0,77.91666666666667
Jelly Brawl,29.0,969.0,33.41379310344828
Jay and Silent Bob - Mall Brawl,22.0,199.0,9.045454545454545
JanKenUP!,8.0,764.0,95.5
James Cameron's Avatar,20.0,3050.0,152.5
Jagged Alliance 3,210.0,15380.0,73.23809523809524
JackQuest: Tale of the Sword,1.0,168.0,168.0
Jack N' Jill DX,0.25,128.0,512.0
Jack Move,2.0,1900.0,950.0
Jack Dragon and the Stone of Peace,0.5,344.0,688.0
Jack 'n' Hat,0.5,403.0,806.0
JYDGE,20.0,305.0,15.25
JUJU,8.0,1750.0,218.75
JCB Pioneer: Mars,40.0,3690.0,92.25
JASF: Jane's Advanced Strike Fighters,15.0,1160.0,77.33333333333333
JAM Live Music Arcade,4.0,1090.0,272.5
Ittle Dew 2,12.0,972.0,81.0
Itorah,15.0,7890.0,526.0
It's Quiz Time,15.0,3910.0,260.6666666666667
It's Kooky,0.5,729.0,1458.0
It came from space and ate our brains,42.0,1130.0,26.904761904761905
It Takes Two,12.0,28160.0,2346.6666666666665
It Lurks Below,20.0,56.0,2.8
It Could Happen To You,1.0,415.0,415.0
Istanbul: Digital Edition,177.0,906.0,5.11864406779661
Isonzo,60.0,15000.0,250.0
Islets,10.0,827.0,82.7
Islands of Wakfu,10.0,820.0,82.0
Island Saver,6.0,1330.0,221.66666666666666
Island Farmer,3.0,891.0,297.0
Island Cities - Jigsaw Puzzle,6.0,749.0,124.83333333333333
Isekai Rondo,10.0,1750.0,175.0
Irony Curtain: From Matryoshka with Love,5.0,8080.0,1616.0
Ironcast,55.0,429.0,7.8
Iron Wings,15.0,1540.0,102.66666666666667
Iron Snout,1.0,158.0,158.0
Iron Sky: Invasion,8.0,822.0,102.75
Iron Sea Defenders,19.0,738.0,38.8421052631579
Iron Meat,15.0,1920.0,128.0
Iron Heart,21.0,636.0,30.285714285714285
Iron Harvest Complete Edition,60.0,34020.0,567.0
Iron Danger,18.0,16050.0,891.6666666666666
Iron Crypticle,6.0,258.0,43.0
Iron Brigade,8.0,2110.0,263.75
Iro Hero,0.25,683.0,2732.0
Iris and the Giant,12.0,1190.0,99.16666666666667
Iris Fall,1.0,3610.0,3610.0
Ion Fury,20.0,585.0,29.25
Ion Assault,4.0,160.0,40.0
Inversus Deluxe,16.0,169.0,10.5625
Invector: Rhythm Galaxy,8.0,4110.0,513.75
Inukari - Chase of Deception,6.0,778.0,129.66666666666666
Intruders: Hide and Seek,4.0,2910.0,727.5
Intrepid Izzy,9.0,615.0,68.33333333333333
Into the Pit,12.0,2210.0,184.16666666666666
Into the Belly of the Beast,49.0,1550.0,31.632653061224488
Into The Sky,1.0,1570.0,1570.0
Interpol: The Trail of Dr. Chaos,2.0,136.0,68.0
Intel Discovered,1.0,1830.0,1830.0
Insurgency: Sandstorm,15.0,23880.0,1592.0
Instant War: Ultimate Warfare (Windows),2500.0,1230.0,0.492
Instant Brain,8.0,3420.0,427.5
Inspector Waffles,1.0,682.0,682.0
Inspector Gadget - MAD Time Party,1.0,2510.0,2510.0
Insomnis,0.5,3710.0,7420.0
Inside My Radio,6.0,1150.0,191.66666666666666
Insectum - Epic Battles of Bugs,6.0,1024.0,170.66666666666666
Inscryption,40.0,3840.0,96.0
Insanely Twisted Shadow Planet,8.0,578.0,72.25
Insane Robots,142.0,1000.0,7.042253521126761
Inops,6.0,1460.0,243.33333333333334
InnerSpace,6.0,2050.0,341.6666666666667
Inner Ashes,4.0,4930.0,1232.5
Inkulinati,25.0,4110.0,164.4
InkSplosion,1.0,306.0,306.0
Ink,13.0,153.0,11.76923076923077
Injustice: Gods Among Us,150.0,7800.0,52.0
Injustice 2 (Windows),156.0,62090.0,398.0128205128205
Injustice 2,153.0,33200.0,216.99346405228758
"Injection π23 'No Name, No Number'",96.0,6450.0,67.1875
Injection π23 'Ars regia',298.0,11040.0,37.04697986577181
Infliction: Extended Cut,1.0,3950.0,3950.0
Infinity Strash: DRAGON QUEST The Adventure of Dai,50.0,12380.0,247.6
Infinity Runner,12.0,1760.0,146.66666666666666
Infinity Blade: Saga,30.0,3900.0,130.0
Infinitrap: Rehamstered,4.0,718.0,179.5
Infinite Undiscovery,120.0,10800.0,90.0
Infinite Minigolf,30.0,1180.0,39.333333333333336
Infinite Links,8.0,906.0,113.25
Infinite Guitars,10.0,4280.0,428.0
Infinite Adventures,60.0,2160.0,36.0
Infinite - Beyond the Mind,22.0,197.0,8.954545454545455
Infini,0.25,1230.0,4920.0
Infestor,0.5,281.0,562.0
Inferno 2+,1.0,296.0,296.0
Infernitos (Windows),0.25,108.0,432.0
Infernitos,0.25,424.0,1696.0
Infernax,16.0,605.0,37.8125
"Inescapable: No Rules, No Rescue",71.0,3570.0,50.28169014084507
Inertial Drift,25.0,4630.0,185.2
Industry Giant 2,100.0,1120.0,11.2
Industria (JP),1.0,8910.0,8910.0
Industria,3.0,8910.0,2970.0
Indoor Kickball,29.0,1470.0,50.689655172413794
Indivisible (Windows),15.0,5340.0,356.0
Indivisible,20.0,4380.0,219.0
Indigo 7: Quest for Love,6.0,2130.0,355.0
Indiecalypse,2.0,832.0,416.0
Indiana Jones and the Great Circle,40.0,133900.0,3347.5
In rays of the Light (Xbox One),1.0,1560.0,1560.0
In rays of the Light (Windows),1.0,1580.0,1580.0
In rays of the Light,1.0,2040.0,2040.0
In Space We Brawl: Full Arsenal Edition,34.0,1220.0,35.88235294117647
In Sound Mind,15.0,18210.0,1214.0
In My Shadow,4.0,1380.0,345.0
In Between,5.0,941.0,188.2
Imperia Online (Windows),80.0,313.0,3.9125
Impact Winter,50.0,3250.0,65.0
Imp of the Sun,19.0,1880.0,98.94736842105263
Immortus Temporus,0.25,485.0,1940.0
Immortals of Aveum,30.0,56630.0,1887.6666666666667
Immortals Fenyx Rising,40.0,32950.0,823.75
Immortality,12.0,27020.0,2251.6666666666665
Immortal: Unchained,144.0,15710.0,109.09722222222223
Immortal Redneck,84.0,4230.0,50.357142857142854
Immortal Realms: Vampire Wars (Windows),40.0,15000.0,375.0
Immortal Realms: Vampire Wars,60.0,13190.0,219.83333333333334
Immortal Planet,15.0,266.0,17.733333333333334
Immortal Legacy: The Jade Cipher,8.0,15330.0,1916.25
Imagine Earth,25.0,1010.0,40.4
Illusion: A Tale Of The Mind,15.0,4140.0,276.0
Illusion of L'Phalcia,20.0,361.0,18.05
Ikkarus and the Prince of Sin,0.5,475.0,950.0
Ikenfell,15.0,336.0,22.4
Ikaruga,15.0,50.0,3.3333333333333335
Ikai,1.0,4420.0,4420.0
Idle Devils,40.0,4130.0,103.25
Idle Champions of the Forgotten Realms,300.0,592.0,1.9733333333333334
Iconoclasts,20.0,287.0,14.35
IceLine (Windows),0.5,42.0,84.0
IceLine,0.5,353.0,706.0
Ice Cream Surfer,3.0,1390.0,463.3333333333333
Ice Age Scrat's Nutty Adventure,8.0,7990.0,998.75
ISLANDERS: Console Edition,5.0,315.0,63.0
IREM Collection Volume 2,4.0,488.0,122.0
IREM Collection Volume 1,20.0,780.0,39.0
INSIDE,3.0,2330.0,776.6666666666666
INFERNO CLIMBER: REBORN (Windows),198.0,1090.0,5.505050505050505
INDIKA,3.0,42600.0,14200.0
IN-VERT,1.0,313.0,313.0
IIN,2.0,449.0,224.5
"I, Zombie",2.0,432.0,216.0
"I, Hope",6.0,2930.0,488.3333333333333
"I, AI (Xbox One)",8.0,1350.0,168.75
"I, AI",8.0,1770.0,221.25
I'm on Observation Duty 6,22.0,8740.0,397.27272727272725
I dream of you and ice cream,0.5,161.0,322.0
I and Me,3.0,496.0,165.33333333333334
I Want To Go To Mars (Xbox One),0.25,1220.0,4880.0
I Want To Go To Mars,0.25,1250.0,5000.0
I Saw Black Clouds,4.0,9850.0,2462.5
I Expect You To Die (Windows),4.0,1990.0,497.5
I Did Not Buy This Ticket,0.5,5150.0,10300.0
I Am the Hero,18.0,329.0,18.27777777777778
I Am Your President,22.0,6300.0,286.3636363636364
I Am Fish,40.0,10810.0,270.25
I Am Dead,4.0,8500.0,2125.0
I Am Bread,40.0,1960.0,49.0
I Am Alive,8.0,1860.0,232.5
Hyposphere: Rebirth,1.0,876.0,876.0
Hypnospace Outlaw,6.0,1020.0,170.0
Hyperdrive Massacre,630.0,527.0,0.8365079365079365
HyperParasite,97.0,1930.0,19.896907216494846
HyperDot,5.0,488.0,97.6
Hyper-5,2.0,1950.0,975.0
Hyper Void,16.0,1320.0,82.5
Hyper Universe,100.0,6640.0,66.4
Hyper Shapes,3.0,476.0,158.66666666666666
Hyper Sentinel,18.0,626.0,34.77777777777778
Hyper Scape,4.0,7500.0,1875.0
Hyper Light Drifter,26.0,1260.0,48.46153846153846
Hyper Jam,1.0,4330.0,4330.0
Hyper Gunsport,4.0,617.0,154.25
Hydrophobia,6.0,1110.0,185.0
Hydro Thunder Hurricane (Windows),25.0,448.0,17.92
Hydro Thunder Hurricane,8.0,460.0,57.5
Hunting Simulator 2 (Xbox One),60.0,20230.0,337.1666666666667
Hunting Simulator 2,60.0,14630.0,243.83333333333334
Hunting Simulator,50.0,7350.0,147.0
Hunter's Trophy 2 Australia,6.0,1630.0,271.6666666666667
Hunter's Trophy 2 America,6.0,1630.0,271.6666666666667
Hunter's Legacy,8.0,1470.0,183.75
Huntdown,61.0,829.0,13.59016393442623
Hunt: Showdown 1896,0.25,66640.0,266560.0
Hunt: Showdown,60.0,22430.0,373.8333333333333
Hungry Shark World,60.0,1810.0,30.166666666666668
Hungry Shark Evolution (Windows),10.0,160.0,16.0
Hundred Days - Winemaking Simulator,103.0,2330.0,22.62135922330097
Hundred Bullets,12.0,567.0,47.25
Human Fall Flat Legacy (Windows),8.0,651.0,81.375
Human Fall Flat,16.0,4030.0000000000005,251.87500000000003
Hulk Hogan's Main Event,6.0,349.0,58.166666666666664
Hue,6.0,488.0,81.33333333333333
Howl,13.0,1022.0,78.61538461538461
How to Train Your Dragon 2,15.0,1170.0,78.0
How to Take Off Your Mask Remastered,0.25,698.0,2792.0
How to Survive: Storm Warning Edition,35.0,3000.0,85.71428571428571
How to Survive 2,80.0,6760.0,84.5
How to Survive,15.0,1400.0,93.33333333333333
How to Sing to Open Your Heart Remastered,0.25,699.0,2796.0
How to Fool a Liar King Remastered,0.25,734.0,2936.0
How 2 Escape,2.0,1510.0,755.0
Hovership Havoc,8.0,2740.0,342.5
Hover,20.0,4380.0,219.0
House of Golf 2,25.0,23060.0,922.4
House of 1000 Doors: Evil Inside Collector's Edition,8.0,2240.0,280.0
House Flipper 2,20.0,9020.0,451.0
House Flipper,15.0,3740.0,249.33333333333334
House Builder Overtime,21.0,15620.0,743.8095238095239
House Builder,8.0,9210.0,1151.25
House,9.0,450.0,50.0
Hourglass,6.0,1900.0,316.6666666666667
Hotshot Racing,26.0,4200.0,161.53846153846155
Hotline Miami Collection,30.0,995.0,33.166666666666664
Hotline Miami 2: Wrong Number,40.0,4050.0,101.25
Hotline Miami,12.0,2009.9999999999998,167.49999999999997
Hotel Transylvania: Scary-Tale Adventures,12.0,3430.0,285.8333333333333
Hotel Transylvania 3: Monsters Overboard,6.0,2960.0,493.3333333333333
Hotel Renovator,20.0,9920.0,496.0
Hot Wheels World's Best Driver,20.0,3350.0,167.5
Hot Wheels Unleashed 2 - Turbocharged,15.0,22380.0,1492.0
Hot Wheels Unleashed,20.0,17340.0,867.0
Hot Wheels Monster Trucks: Stunt Mayhem,8.0,3510.0,438.75
Hot Springs Story,20.0,428.0,21.4
Horse Racing 2016,2.0,1230.0,615.0
Horse Club Adventures 2: Hazelwood Stories,20.0,2810.0,140.5
Horse Club Adventures,8.0,1580.0,197.5
Horror Tale 2: Samantha,0.25,741.0,2964.0
Horror Tale 1: Kidnapper,0.5,694.0,1388.0
Horror Gallery,0.25,3800.0,15200.0
Horrific Xanatorium,0.25,1000.0,4000.0
Horned Knight,0.25,312.0,1248.0
Horizon Chase Turbo,25.0,1060.0,42.4
Horizon Chase 2,15.0,13030.0,868.6666666666666
Horde Of Plenty,9.0,3330.0,370.0
Horatio Goes Snowboarding,2.0,708.0,354.0
Hookbots,6.0,1290.0,215.0
Hood: Outlaws & Legends,60.0,10000.0,166.66666666666666
HoneyLand (Windows),0.25,266.0,1064.0
HoneyLand,0.25,601.0,2404.0
Homestead Arcana,20.0,6710.0,335.5
Homefront: The Revolution,40.0,45600.0,1140.0
Homefront,100.0,5630.0,56.3
Homebody,5.0,3230.0,646.0
Home Sweet Home,4.0,5090.0,1272.5
Home Safety Hotline,0.5,1620.0,3240.0
Home Run High,62.0,440.0,7.096774193548387
Hollow Knight: Voidheart Edition,60.0,7660.0,127.66666666666667
Hole io,6.0,988.0,164.66666666666666
Hole Theory (Xbox One & Windows),0.25,450.0,1800.0
Hole Theory,0.25,450.0,1800.0
Hokko Life,20.0,2210.0,110.5
Hogwarts Legacy,60.0,98080.0,1634.6666666666667
Hoggy2,1.0,274.0,274.0
Hobo: Tough Life,116.0,9870.0,85.08620689655173
Hoa,2.0,3500.0,1750.0
HoPiKo,6.0,470.0,78.33333333333333
Hive Jump,49.0,1610.0,32.857142857142854
Hitman: Blood Money HD,20.0,5940.0,297.0
Hitman: Blood Money,20.0,4940.0,247.0
Hitman: Absolution HD,20.0,37100.0,1855.0
Hitman: Absolution,15.0,7010.0,467.3333333333333
Hitman HD Pack,25.0,3000.0,120.0
Hitman GO (Windows),6.0,462.0,77.0
Hitchhiker - A Mystery Game,2.0,1880.0,940.0
Hitchhiker (Windows),5.0,1090.0,218.0
History Legends of War,10.0,4260.0,426.0
Hirilun,20.0,805.0,40.25
Hindsight 20/20: Wrath of the Raakshasa,24.0,14740.0,614.1666666666666
Hindsight,1.0,1210.0,1210.0
Himno,0.25,267.0,1068.0
Him & Her Collection,5.0,420.0,84.0
Hillbilly Doomsday (Xbox One),1.0,546.0,546.0
Hillbilly Doomsday,1.0,546.0,546.0
Highwater,15.0,2180.0,145.33333333333334
High Sea Saga DX,94.0,440.0,4.680851063829787
High On Life,20.0,57290.0,2864.5
Hidden Through Time 2: Myths & Magic,8.0,865.0,108.125
Hidden Through Time 2: Discovery,3.0,943.0,314.3333333333333
Hidden Through Time,1.0,588.0,588.0
Hidden Shapes: Cat Realm + Trick or Cats,6.0,4650.0,775.0
Hidden Shapes: Black Skull + Old West,5.0,2470.0,494.0
Hidden Shapes: Animals + Lovely Cats,5.0,1830.0,366.0
Hidden Paws Mystery,3.0,1012.0,337.3333333333333
Hidden Cats in Spooky Town,2.0,1290.0,645.0
Hidden Cats in Santa's Realm,2.0,1020.0,510.0
Hidden Cats in Rome,1.0,1250.0,1250.0
Hidden Cats in Paris,1.0,571.0,571.0
Hidden Cats in New York,2.0,719.0,359.5
Hidden Cats in London,1.0,797.0,797.0
Hidden Cats in Berlin,1.0,1250.0,1250.0
Hi-Fi RUSH,68.0,16050.0,236.02941176470588
Hexologic,1.0,407.0,407.0
Hexodius,15.0,397.0,26.466666666666665
Hexic HD,20.0,56.0,2.8
Hexic 2,2.0,57.0,28.5
Hexic (Windows),15.0,35.0,2.3333333333333335
Hexapoda,7.0,205.0,29.285714285714285
Hexagroove: Tactical DJ,22.0,841.0,38.22727272727273
Hexa River,0.5,770.0,1540.0
Heroine Anthem ZERO 2: Scalescars Oath,90.0,15230.0,169.22222222222223
Heroes of Hammerwatch,473.0,398.0,0.8414376321353065
Heroes Trials,1.0,597.0,597.0
Herodes,10.0,1630.0,163.0
Hero of Fate,15.0,1860.0,124.0
Hero Survival (Xbox One),8.0,510.0,63.75
Hero Survival (Windows),8.0,510.0,63.75
Hero Survival,8.0,512.0,64.0
Hero Express,6.0,503.0,83.83333333333333
Hermitage: Strange Case Files,6.0,1600.0,266.6666666666667
Heretic's Fork,13.0,1230.0,94.61538461538461
Her Story (Windows),0.5,1310.0,2620.0
Her Majesty's SPIFFING,1.0,3160.0,3160.0
Henchman Story,0.25,1520.0,6080.0
Help Will Come Tomorrow,28.0,1400.0,50.0
Hellpoint,30.0,6740.0,224.66666666666666
Hello Neighbor: Hide and Seek,5.0,1620.0,324.0
Hello Neighbor 2,1.0,13890.0,13890.0
Hello Neighbor,8.0,2370.0,296.25
Hello Engineer,18.0,4740.0,263.3333333333333
Hellmut: The Badass from Hell,22.0,1290.0,58.63636363636363
Hellbreachers,0.25,325.0,1300.0
Hellboy: The Science of Evil,12.0,4610.0,384.1666666666667
Hellboy Web of Wyrd,48.0,2930.0,61.041666666666664
Hellblade: Senua's Sacrifice (Windows),6.0,18850.0,3141.6666666666665
Hellblade: Senua's Sacrifice,6.0,15440.0,2573.3333333333335
HellGunner,0.5,301.0,602.0
Hell Yeah! Wrath of the Dead Rabbit,8.0,689.0,86.125
Hell Well,1.0,382.0,382.0
Hell Warders,20.0,2870.0,143.5
Hell Pie,25.0,3990.0,159.6
Hell Let Loose,106.0,47230.0,445.5660377358491
Helheim Hassle,31.0,1270.0,40.96774193548387
Heirs of the Kings,15.0,1100.0,73.33333333333333
Heidelberg 1693,17.0,1007.0,59.23529411764706
Heavy Weapon,8.0,37.0,4.625
Heavy Metal Machines,25.0,8450.0,338.0
Heavy Fire: Red Shadow,12.0,3050.0,254.16666666666666
Heavy Burden,1.0,1750.0,1750.0
Heavenly Bodies,14.0,2940.0,210.0
Heaven Dust,8.0,443.0,55.375
HeartZ: Co-Hope Puzzles,30.0,806.0,26.866666666666667
Heart&Slash,15.0,1450.0,96.66666666666667
Heart Box (Windows),15.0,38.0,2.533333333333333
Heal: Console Edition,1.0,562.0,562.0
Heads Up! Phones Down Edition,1.0,1530.0,1530.0
Headliner: NoviNews,12.0,647.0,53.916666666666664
Headlander,8.0,3760.0,470.0
Headbutt Factory (Windows),2.0,759.0,379.5
Headbangers: Rhythm Royale,40.0,1940.0,48.5
Headbangers in Holiday Hell,0.5,398.0,796.0
Hazel Sky,4.0,4570.0,1142.5
Hayfever,18.0,728.0,40.44444444444444
Haven,15.0,3760.0,250.66666666666666
Have a Nice Death,60.0,2300.0,38.333333333333336
Hauntii,15.0,1190.0,79.33333333333333
Haunted House (2010),6.0,283.0,47.166666666666664
Haunted Halloween '86,0.25,224.0,896.0
Haunt,3.0,793.0,264.3333333333333
Hatup,0.5,448.0,896.0
Hatsune Miku Logic Paint S,15.0,937.0,62.46666666666667
Hatsune Miku Jigsaw Puzzle,60.0,621.0,10.35
Hatsune Miku - The Planet Of Wonder And Fragments Of Wishes,9.0,787.0,87.44444444444444
Hasbro Family Game Night 3,15.0,1360.0,90.66666666666667
Has-Been Heroes,295.0,1430.0,4.8474576271186445
Harvest Moon: The Winds of Anthos,120.0,4270.0,35.583333333333336
Harvest Moon: One World,180.0,2400.0,13.333333333333334
Harvest Moon: Mad Dash,58.0,637.0,10.982758620689655
Harvest Moon: Light of Hope Special Edition Complete,246.0,800.0,3.252032520325203
Harvest Life,15.0,1060.0,70.66666666666667
Harumachi Toroidal,11.0,714.0,64.9090909090909
Harry Potter: Quidditch Champions,15.0,10000.0,666.6666666666666
Harry Potter for Kinect,15.0,3510.0,234.0
Harry Potter & The Deathly Hallows Pt. 1,15.0,6430.0,428.6666666666667
Harold Halibut,15.0,52040.0,3469.3333333333335
Harms Way,1.0,291.0,291.0
Harmony: The Fall of Reverie,12.0,7420.0,618.3333333333334
Harmony's Odyssey,6.0,1240.0,206.66666666666666
Harmony Chronicles: Chaos Realms Collector's Edition,4.0,1900.0,475.0
Harley Pasternak's Hollywood Workout,40.0,2690.0,67.25
Hardwood Spades,6.0,24.0,4.0
Hardwood Hearts,6.0,23.0,3.8333333333333335
Hardwood Backgammon,3.0,19.0,6.333333333333333
Hardspace: Shipbreaker,50.0,3860.0,77.2
HardCube,1.0,618.0,618.0
Hard West Ultimate Edition,40.0,6360.0,159.0
Hard Reset Redux,40.0,5420.0,135.5
Happy's Humble Burger Farm,6.0,12110.0,2018.3333333333333
Happy Words,20.0,985.0,49.25
Happy Wars (Xbox 360),135.0,616.0,4.562962962962963
Happy Wars,105.0,1940.0,18.476190476190474
Happy Tree Friends: False Alarm,10.0,150.0,15.0
Happy Dungeons,200.0,4130.0,20.65
Happi Basudei (Windows),0.25,22.0,88.0
Happi Basudei,0.25,128.0,512.0
Handball 21,3.0,4170.0,1390.0
Handball 17,18.0,4370.0,242.77777777777777
Handball 16,22.0,4620.0,210.0
Hand of the Gods: SMITE Tactics,60.0,5910.0,98.5
Hand of Fate 2,55.0,2680.0,48.72727272727273
Hand of Fate,56.0,2830.0,50.535714285714285
Hand in Hand,6.0,991.0,165.16666666666666
Hamster Playground,50.0,8150.0,163.0
Hammerwatch II,23.0,897.0,39.0
Hammerwatch Anniversary Edition,35.0,687.0,19.62857142857143
Hammerwatch,30.0,307.0,10.233333333333333
HammerHelm,24.0,1210.0,50.416666666666664
Halo: The Master Chief Collection,581.0,134220.0,231.01549053356283
Halo: Spartan Strike (Windows),10.0,1120.0,112.0
Halo: Spartan Assault (Xbox 360),20.0,2180.0,109.0
Halo: Spartan Assault (Windows),9.0,1010.0,112.22222222222223
Halo: Spartan Assault,20.0,2470.0,123.5
Halo: Reach,44.0,6570.0,149.3181818181818
Halo: Combat Evolved Anniversary,15.0,7500.0,500.0
Halo Wars: Definitive Edition,25.0,9510.0,380.4
Halo Wars 2,61.0,43600.0,714.7540983606557
Halo Wars,80.0,5660.0,70.75
Halo Infinite,80.0,142640.0,1783.0
Halo 5: Guardians,44.0,100970.0,2294.7727272727275
Halo 5: Forge (Windows),6.0,31000.0,5166.666666666667
Halo 4,26.0,7190.0,276.53846153846155
Halo 3: ODST,25.0,3470.0,138.8
Halo 3,42.0,5720.0,136.1904761904762
Halloween Pinball,6.0,560.0,93.33333333333333
Half-Minute Hero: Super Mega Neo Climax,20.0,327.0,16.35
Hairdresser Simulator,23.0,9070.0,394.3478260869565
Haimrik,3.0,1450.0,483.3333333333333
Hades,60.0,11040.0,184.0
"Hack, Slash & Backstab",2.0,677.0,338.5
Habroxia 2,23.0,221.0,9.608695652173912
Habroxia,1.0,351.0,351.0
HYPERCHARGE: Unboxed,40.0,7870.0,196.75
HUMANITY,15.0,9820.0,654.6666666666666
HORROR TALES: The Wine,2.0,4140.0,2070.0
HORROR TALES: The Beggar,3.0,12340.0,4113.333333333333
HORROR OF THE DEEP,1.0,1540.0,1540.0
HOLYHUNT,1.0,597.0,597.0
HITMAN World of Assassination,25.0,84960.0,3398.4
HITMAN 2,3.0,19410.0,6470.0
HITMAN,3.0,22500.0,7500.0
HEROish,35.0,2260.0,64.57142857142857
"HEN, CHICKS AND CATS",0.25,1000.0,4000.0
HELLFRONT: HONEYMOON,10.0,1140.0,114.0
HAWKEN,4.0,4950.0,1237.5
HAWKED,80.0,18770.0,234.625
HARDCORE MECHA,19.0,7050.0,371.05263157894734
Gyromancer,30.0,162.0,5.4
GyroShooter VR (Windows),2.0,106.0,53.0
Gynoug,0.5,286.0,572.0
Gwent: The Witcher Card Game,60.0,3820.0,63.666666666666664
Guwange,3.0,109.0,36.333333333333336
Gutwhale,1.0,290.0,290.0
Guts and Glory,5.0,5460.0,1092.0
Guts 'n Grunts,8.0,1560.0,195.0
Guts 'N Goals,6.0,457.0,76.16666666666667
Gunvolt Chronicles: Luminous Avenger iX 2,20.0,1830.0,91.5
Gunvolt Chronicles: Luminous Avenger iX,6.0,2180.0,363.3333333333333
Guntech 2,4.0,2820.0,705.0
Guntastic,12.0,525.0,43.75
Gunstar Heroes,1.0,17.0,17.0
Gunscape,12.0,462.0,38.5
"Guns, Gore & Cannoli 2",4.0,1550.0,387.5
"Guns, Gore & Cannoli",5.0,4570.0,914.0
Guns N' Runs,52.0,2040.0,39.23076923076923
Gunpowder (Windows),5.0,802.0,160.4
Gunman Tales,0.25,344.0,1376.0
Gungrave G.O.R.E,18.0,27000.0,1500.0
Gunfire Reborn,60.0,13260.0,221.0
Gundam Evolution,50.0,22480.0,449.6
Guncraft: Blocked and Loaded,80.0,121.0,1.5125
Gunborg: Dark Matters,8.0,912.0,114.0
GunWorld: Xbox One Edition,10.0,191.0,19.1
